employee_id,skill
523,Microsoft Azure
524,Python
524,Java
525,AWS
525,Microsoft Azure
525,Typescript
525,React
525,Google Cloud
525,HTML/CSS
525,Javascript
526,Microsoft Azure
526,SQL
526,Firebase
526,Google Cloud
526,Microsoft Power BI
527,Kotlin
527,Xamarin
527,Flutter
528,JUNIT
528,Python
528,PyRestTest
528,Spock
529,Python
529,Java
529,PyRestTest
529,Spock
530,SQL
530,NoSQL databases
530,Spark
531,Java
531,relational databases
532,Kotlin
532,React Native
532,Xamarin
533,Java
533,PyRestTest
534,Docker Compose
534,Google Cloud
534,Puppet
535,AWS
535,Microsoft Power BI
535,Tableau
536,Typescript
536,Google Cloud
536,Javascript
537,NoSQL databases
537,AWS
537,Hadoop
537,Scala
537,Spark
537,relational databases
538,Docker
538,AWS
539,Chef
539,AWS
539,Kubernetes
539,Docker Compose
539,Terraform
540,JUNIT
540,Spock
540,Java
540,Python
541,Google Cloud
541,React
541,Microsoft Azure
542,Google Cloud
542,relational databases
542,Microsoft Azure
543,AWS
543,Microsoft Azure
543,Java
543,Python
543,relational databases
544,AWS
544,Microsoft Azure
544,Typescript
544,React
544,HTML/CSS
544,Javascript
545,Javascript
545,Microsoft Azure
545,React
546,Google Cloud
546,Microsoft Azure
546,relational databases
546,AWS
547,JUNIT
547,Postman
547,Spock
548,Android
548,IOS
549,Python
549,PyRestTest
549,Postman
549,Spock
550,Python
550,Google Cloud
551,Python
551,Java
551,Postman
552,NoSQL databases
552,AWS
552,Hadoop
553,Python
553,Java
553,Spock
554,Kotlin
554,Flutter
554,Android
554,Xamarin
554,IOS
555,HTML/CSS
555,React
555,AWS
555,Angular
556,Python
556,Google Cloud
556,AWS
556,relational databases
557,Python
557,Java
557,Hadoop
557,Spark
558,JUNIT
558,Java
558,PyRestTest
558,Spock
559,SQL
559,Google Cloud
559,Java
559,Python
559,Scala
560,relational databases
561,HTML/CSS
561,Google Cloud
561,Microsoft Azure
562,Python
562,Java
562,JUNIT
562,Spock
563,NoSQL databases
563,Microsoft Azure
563,relational databases
563,Google Cloud
563,Spark
563,Hadoop
564,AWS
564,Microsoft Azure
564,Google Cloud
564,Python
564,relational databases
565,AWS
565,relational databases
565,Google Cloud
565,Scala
565,Spark
565,Hadoop
566,AWS
566,Terraform
567,Java
567,Hadoop
567,Spark
568,Python
568,relational databases
568,Hadoop
568,SQL
569,Flutter
569,Android
569,Xamarin
570,AWS
570,Microsoft Azure
570,relational databases
570,Google Cloud
570,Python
570,Hadoop
571,Google Cloud
571,React
571,Javascript
572,Scala
572,Google Cloud
572,Spark
572,Java
573,SQL
573,Firebase
573,Microsoft Power BI
573,AWS
574,Microsoft Azure
574,Typescript
574,React
574,Google Cloud
574,HTML/CSS
575,JUNIT
575,Java
575,Postman
576,Java
576,PyRestTest
576,Spock
577,AWS
577,React
577,HTML/CSS
577,Javascript
577,Angular
578,AWS
578,Microsoft Azure
578,Kubernetes
578,Docker
578,Google Cloud
578,Puppet
578,Docker Compose
579,AWS
579,Spark
579,relational databases
579,Java
580,Java
580,Spock
581,Google Cloud
581,Firebase
581,Microsoft Power BI
582,NoSQL databases
582,Google Cloud
582,relational databases
583,SQL
583,Firebase
583,Microsoft Power BI
583,Microsoft Azure
584,AWS
584,Microsoft Azure
584,SQL
584,Microsoft Power BI
584,Tableau
585,Kubernetes
585,AWS
585,Terraform
585,Microsoft Azure
586,Google Cloud
586,relational databases
586,Microsoft Azure
587,Kotlin
587,React Native
587,Android
588,Chef
588,AWS
588,Google Cloud
588,Docker Compose
588,Terraform
589,SQL
589,Google Cloud
589,Firebase
589,Microsoft Power BI
590,AWS
590,Chef
590,Microsoft Azure
590,Google Cloud
590,Terraform
591,AWS
591,Microsoft Azure
591,Typescript
591,HTML/CSS
591,Javascript
591,Angular
592,AWS
592,Microsoft Azure
592,Typescript
592,Google Cloud
592,Javascript
593,Microsoft Power BI
593,AWS
594,Python
594,Spock
594,Java
594,Postman
595,Kubernetes
595,Terraform
595,Microsoft Azure
596,JUNIT
596,Java
596,PyRestTest
596,Spock
596,Python
597,HTML/CSS
597,AWS
597,Microsoft Azure
597,Angular
598,Postman
598,Java
598,PyRestTest
598,Spock
599,NoSQL databases
599,AWS
599,Google Cloud
599,Java
599,Hadoop
600,AWS
600,Microsoft Azure
600,Firebase
600,Microsoft Power BI
600,Tableau
601,Java
601,PyRestTest
601,Spock
601,Python
601,Postman
602,Google Cloud
602,Firebase
602,Microsoft Power BI
603,NoSQL databases
603,Google Cloud
603,Java
603,Scala
603,Spark
604,Google Cloud
604,Firebase
604,Microsoft Power BI
604,Microsoft Azure
605,Firebase
605,Microsoft Power BI
605,AWS
606,Scala
606,Google Cloud
606,Hadoop
607,AWS
607,React
607,HTML/CSS
607,Google Cloud
607,Angular
608,JUNIT
608,PyRestTest
608,Spock
609,Docker Compose
609,Puppet
609,Microsoft Azure
610,Python
610,Spark
610,relational databases
610,Microsoft Azure
611,Typescript
611,HTML/CSS
611,Angular
612,Google Cloud
612,Microsoft Azure
612,AWS
613,AWS
613,Microsoft Azure
614,SQL
614,Firebase
615,Terraform
615,Microsoft Azure
615,Chef
615,Docker
616,JUNIT
616,Python
616,Spock
617,Tableau
617,AWS
617,Microsoft Azure
618,Typescript
618,HTML/CSS
618,React
618,Angular
619,Google Cloud
619,AWS
619,Microsoft Azure
619,Tableau
620,Python
620,Java
620,Postman
620,Spock
621,AWS
621,Microsoft Azure
621,Firebase
621,Google Cloud
621,Microsoft Power BI
622,Microsoft Azure
622,SQL
622,Scala
622,Spark
622,Hadoop
623,Typescript
623,HTML/CSS
623,React
623,Microsoft Azure
624,Typescript
624,AWS
624,Angular
625,Python
625,AWS
625,Hadoop
625,Microsoft Azure
626,Kotlin
626,React Native
626,Android
626,Xamarin
626,IOS
627,HTML/CSS
627,Google Cloud
627,Microsoft Azure
628,Docker Compose
628,Terraform
628,Puppet
628,Docker
629,SQL
629,Google Cloud
629,Microsoft Power BI
629,Microsoft Azure
630,NoSQL databases
630,Scala
630,AWS
630,Microsoft Azure
631,Google Cloud
631,AWS
631,Angular
632,Google Cloud
632,AWS
633,Postman
634,JUNIT
634,Postman
634,Python
635,React Native
635,Xamarin
635,IOS
636,Docker Compose
636,Kubernetes
636,Docker
636,AWS
637,Google Cloud
637,relational databases
638,React Native
638,Xamarin
638,IOS
639,Python
639,Java
639,relational databases
639,Microsoft Azure
640,Google Cloud
640,React
640,Angular
641,Google Cloud
641,HTML/CSS
641,Microsoft Azure
642,AWS
642,Javascript
642,Angular
643,Google Cloud
643,Java
643,relational databases
643,Microsoft Azure
644,React Native
644,Flutter
644,Android
644,Xamarin
645,Scala
645,AWS
645,Hadoop
646,Python
646,AWS
646,relational databases
647,Kotlin
647,Xamarin
647,IOS
648,Spark
648,relational databases
648,Microsoft Azure
649,Python
649,Google Cloud
649,Microsoft Azure
650,Firebase
650,Google Cloud
650,Microsoft Power BI
651,Kotlin
651,React Native
651,Flutter
651,Xamarin
651,IOS
652,Python
652,Google Cloud
652,relational databases
653,Microsoft Azure
653,Firebase
653,Google Cloud
653,Microsoft Power BI
653,Tableau
654,Python
654,NoSQL databases
654,Google Cloud
655,SQL
655,NoSQL databases
655,Google Cloud
655,relational databases
656,Google Cloud
656,AWS
656,relational databases
656,Microsoft Azure
657,Kubernetes
657,Docker
657,Microsoft Azure
658,React Native
658,Xamarin
658,Flutter
659,SQL
659,Google Cloud
659,Java
659,Hadoop
660,Typescript
660,React
660,HTML/CSS
660,Google Cloud
660,Javascript
661,JUNIT
661,Python
661,Spock
662,Hadoop
662,AWS
662,Java
662,relational databases
663,Python
663,Java
663,JUNIT
663,Postman
664,Google Cloud
664,Java
664,relational databases
664,Microsoft Azure
665,Docker Compose
665,Terraform
665,Puppet
665,AWS
666,Kotlin
666,React Native
666,Android
666,IOS
667,AWS
667,Microsoft Azure
667,Google Cloud
667,Java
667,Python
667,relational databases
668,Microsoft Azure
668,Kubernetes
668,Google Cloud
668,Puppet
668,Terraform
669,Typescript
669,Google Cloud
669,React
669,AWS
670,Python
670,AWS
670,Hadoop
671,Kubernetes
671,Docker
671,Chef
672,Kotlin
672,React Native
672,Android
672,IOS
673,Python
673,Java
673,PyRestTest
673,Spock
674,JUNIT
674,Spock
674,Postman
674,Python
675,SQL
675,Google Cloud
675,Java
675,Microsoft Azure
676,HTML/CSS
676,AWS
676,Angular
677,React Native
677,Flutter
677,Android
677,Xamarin
678,Kubernetes
678,Chef
678,Puppet
678,Terraform
679,Kubernetes
679,AWS
679,Puppet
679,Terraform
680,Java
680,Spock
681,Python
681,AWS
681,Java
681,relational databases
682,Python
682,Google Cloud
682,Java
682,relational databases
683,Google Cloud
683,AWS
684,Java
684,Spock
685,PyRestTest
685,Postman
686,Microsoft Azure
686,Typescript
686,React
686,Google Cloud
686,Angular
687,Python
687,Java
687,relational databases
687,Microsoft Azure
688,Google Cloud
688,Terraform
688,AWS
688,Docker
689,JUNIT
689,Python
689,Spock
689,Postman
690,IOS
690,Xamarin
690,Flutter
691,Google Cloud
691,Microsoft Power BI
691,AWS
692,HTML/CSS
692,React
693,AWS
693,Microsoft Azure
693,Typescript
693,HTML/CSS
693,Angular
694,Python
694,Java
694,relational databases
694,Microsoft Azure
695,SQL
695,AWS
695,Tableau
696,React Native
696,Flutter
696,Xamarin
697,Terraform
697,Chef
697,Puppet
697,Microsoft Azure
698,Scala
698,Google Cloud
698,Java
699,Python
699,PyRestTest
699,Spock
700,AWS
700,Microsoft Azure
700,Java
700,Python
700,relational databases
701,Typescript
701,Google Cloud
701,Angular
702,Kotlin
702,React Native
702,Flutter
702,IOS
703,Python
703,Spock
703,Java
703,JUNIT
704,Scala
704,Google Cloud
704,Hadoop
704,Microsoft Azure
705,NoSQL databases
705,Microsoft Azure
705,Google Cloud
705,Java
705,Spark
706,Docker Compose
706,Google Cloud
706,AWS
707,Python
707,PyRestTest
708,Kotlin
708,React Native
708,Android
708,IOS
709,Typescript
709,HTML/CSS
709,React
709,AWS
710,React Native
710,Android
710,Xamarin
710,IOS
711,JUNIT
711,Python
711,Java
711,Spock
712,Google Cloud
712,Spark
712,relational databases
712,Microsoft Azure
713,Flutter
713,Kotlin
713,Android
713,IOS
714,JUNIT
714,PyRestTest
714,Spock
715,React Native
715,Xamarin
715,IOS
716,Kubernetes
716,Google Cloud
716,Docker
717,Kotlin
717,React Native
717,Flutter
717,Xamarin
718,SQL
718,Firebase
718,AWS
718,Microsoft Power BI
719,Kotlin
719,React Native
719,Xamarin
719,Flutter
720,Python
720,AWS
720,Spark
720,Hadoop
721,Kotlin
721,React Native
721,Xamarin
722,Typescript
722,Google Cloud
723,Python
723,Java
723,PyRestTest
723,Spock
724,React Native
724,Xamarin
724,Android
724,Flutter
725,Kotlin
725,React Native
725,Android
725,IOS
726,SQL
726,Firebase
727,SQL
727,Scala
727,AWS
727,Spark
728,SQL
728,Google Cloud
728,Microsoft Power BI
728,Microsoft Azure
729,JUNIT
729,Spock
729,PyRestTest
729,Postman
730,NoSQL databases
730,SQL
730,Google Cloud
730,Java
730,Scala
730,Hadoop
731,Flutter
731,React Native
731,Xamarin
731,IOS
732,HTML/CSS
732,Javascript
732,Microsoft Azure
733,AWS
733,Terraform
733,Puppet
733,Microsoft Azure
734,NoSQL databases
734,Google Cloud
734,Hadoop
734,Microsoft Azure
735,Google Cloud
735,Terraform
735,Microsoft Azure
735,Docker
736,Google Cloud
736,AWS
736,relational databases
737,Typescript
737,HTML/CSS
737,Javascript
737,React
738,Kubernetes
738,Google Cloud
738,Terraform
739,Java
739,relational databases
739,Microsoft Azure
740,AWS
740,Microsoft Azure
740,Kubernetes
740,Docker
740,Terraform
741,AWS
741,SQL
741,Firebase
741,Google Cloud
741,Microsoft Power BI
742,Google Cloud
742,Java
742,relational databases
743,Java
743,relational databases
744,Python
744,Google Cloud
744,relational databases
744,Microsoft Azure
745,Typescript
745,HTML/CSS
745,Javascript
745,Angular
746,Chef
746,Microsoft Azure
746,Kubernetes
746,Docker
746,Google Cloud
746,Docker Compose
747,AWS
747,Microsoft Azure
747,SQL
747,relational databases
747,Spark
747,Hadoop
748,React Native
748,Android
748,Xamarin
748,Flutter
749,JUNIT
749,Java
749,PyRestTest
749,Spock
750,Kubernetes
750,Chef
750,Microsoft Azure
751,Hadoop
751,Google Cloud
751,relational databases
752,Java
752,Postman
752,Spock
753,Typescript
753,HTML/CSS
753,Microsoft Azure
754,Google Cloud
754,NoSQL databases
754,AWS
755,Firebase
755,AWS
755,Tableau
756,NoSQL databases
756,Google Cloud
756,Spark
756,Hadoop
757,Kotlin
757,React Native
757,Android
757,Xamarin
758,Google Cloud
758,Microsoft Azure
758,Chef
758,Terraform
759,Google Cloud
759,AWS
759,Puppet
760,Firebase
760,Microsoft Power BI
760,Microsoft Azure
761,AWS
761,Chef
761,Microsoft Azure
761,Docker
761,Google Cloud
762,Google Cloud
762,Microsoft Azure
763,Java
763,PyRestTest
763,Spock
763,JUNIT
763,Postman
764,JUNIT
764,Java
764,Postman
765,Docker Compose
765,Google Cloud
765,Puppet
766,Kubernetes
766,Google Cloud
766,Puppet
766,Docker
767,Flutter
767,Xamarin
767,IOS
768,Javascript
768,React
769,Google Cloud
769,AWS
769,Microsoft Azure
769,Microsoft Power BI
770,PyRestTest
770,Spock
771,Google Cloud
771,Java
771,relational databases
772,Google Cloud
772,Microsoft Azure
773,Python
773,NoSQL databases
773,Google Cloud
773,Microsoft Azure
774,JUNIT
774,Python
774,Spock
775,Spark
775,Hadoop
775,Microsoft Azure
776,Kotlin
776,React Native
776,Flutter
776,IOS
777,SQL
777,AWS
777,relational databases
777,Microsoft Azure
778,SQL
778,Google Cloud
778,Microsoft Power BI
778,Tableau
779,Firebase
779,Microsoft Power BI
780,Kubernetes
780,AWS
780,Microsoft Azure
781,JUNIT
781,Java
781,Spock
781,Python
781,Postman
782,Kotlin
783,Python
783,relational databases
783,Microsoft Azure
784,Tableau
784,Google Cloud
784,Microsoft Azure
785,Google Cloud
785,HTML/CSS
785,AWS
786,Kotlin
786,React Native
786,Flutter
786,Xamarin
786,IOS
787,HTML/CSS
787,Google Cloud
788,Chef
788,AWS
788,Microsoft Azure
788,Google Cloud
788,Puppet
788,Terraform
789,React Native
789,Flutter
789,IOS
790,AWS
790,Java
791,Chef
791,Kubernetes
791,Google Cloud
791,Puppet
791,Docker Compose
792,Docker Compose
792,AWS
792,Microsoft Azure
793,NoSQL databases
793,Scala
793,Google Cloud
793,Spark
794,Typescript
794,HTML/CSS
794,Javascript
795,Kubernetes
795,Google Cloud
795,Puppet
795,Docker Compose
795,Terraform
796,NoSQL databases
796,AWS
796,Microsoft Azure
797,HTML/CSS
797,Javascript
797,Angular
798,Kotlin
798,React Native
798,Android
798,Xamarin
798,IOS
799,NoSQL databases
799,Google Cloud
799,Hadoop
800,Docker Compose
800,Google Cloud
800,Chef
800,Terraform
801,Postman
801,Java
801,Spock
801,JUNIT
801,Python
802,NoSQL databases
802,AWS
802,Spark
803,AWS
803,SQL
803,relational databases
803,Google Cloud
803,Spark
803,Hadoop
804,Google Cloud
804,Java
804,Python
804,Spark
804,relational databases
805,AWS
805,Typescript
805,React
805,Google Cloud
805,HTML/CSS
805,Javascript
805,Angular
806,SQL
806,Firebase
806,Microsoft Azure
807,AWS
807,SQL
807,Firebase
807,Microsoft Power BI
807,Tableau
808,Google Cloud
808,Javascript
808,Microsoft Azure
809,Python
809,AWS
809,relational databases
810,Python
810,relational databases
810,Google Cloud
810,Hadoop
811,Docker Compose
811,Docker
811,AWS
812,Google Cloud
812,Terraform
812,Puppet
812,Docker
813,SQL
813,AWS
813,Microsoft Power BI
813,Microsoft Azure
814,React
814,Microsoft Azure
815,Google Cloud
815,Puppet
815,Microsoft Azure
816,JUNIT
816,Java
816,Spock
816,Python
816,Postman
817,Kotlin
817,React Native
817,Flutter
818,Kotlin
818,React Native
818,IOS
819,Chef
819,AWS
819,Puppet
819,Docker Compose
819,Terraform
820,HTML/CSS
820,Javascript
821,Kotlin
821,React Native
821,Xamarin
821,Flutter
822,Typescript
822,Javascript
822,React
823,HTML/CSS
823,AWS
823,Javascript
823,Google Cloud
824,AWS
824,Firebase
824,Google Cloud
824,Microsoft Power BI
824,Tableau
825,Google Cloud
825,Docker
826,React Native
826,Android
826,Xamarin
827,SQL
827,AWS
827,Spark
827,Python
828,Typescript
828,AWS
828,HTML/CSS
828,Angular
829,JUNIT
829,Spock
830,Firebase
830,Google Cloud
830,Microsoft Azure
830,Microsoft Power BI
831,Kotlin
831,React Native
831,Android
831,Flutter
831,Xamarin
831,IOS
832,SQL
832,Python
833,Kotlin
833,React Native
833,Android
833,Xamarin
833,IOS
834,Java
834,PyRestTest
834,Spock
834,JUNIT
834,Postman
835,Docker Compose
835,Terraform
835,Microsoft Azure
836,JUNIT
836,Postman
837,Python
837,Google Cloud
837,relational databases
837,Microsoft Azure
838,Google Cloud
838,Java
838,Microsoft Azure
839,NoSQL databases
839,relational databases
839,Google Cloud
839,Java
839,Python
839,Spark
839,Hadoop
840,Kotlin
840,Xamarin
841,Typescript
841,HTML/CSS
842,Hadoop
842,Google Cloud
842,AWS
842,relational databases
843,AWS
843,Google Cloud
843,Java
843,Python
843,relational databases
844,AWS
844,Google Cloud
844,Scala
844,Spark
844,relational databases
845,Google Cloud
845,AWS
845,HTML/CSS
845,Angular
846,AWS
846,Google Cloud
846,Python
846,Scala
846,Spark
847,NoSQL databases
847,AWS
847,Microsoft Azure
847,Google Cloud
847,Java
847,Hadoop
848,AWS
848,Java
848,Python
848,Scala
848,relational databases
849,AWS
849,Kubernetes
849,Docker
849,Puppet
849,Docker Compose
849,Terraform
850,Kubernetes
850,Google Cloud
850,Puppet
850,Terraform
851,Typescript
851,Google Cloud
851,Javascript
852,Postman
852,PyRestTest
852,Spock
853,Python
853,Java
853,PyRestTest
853,Postman
854,JUNIT
854,PyRestTest
854,Spock
855,React Native
855,Android
856,Kotlin
856,React Native
856,Flutter
856,Android
856,IOS
857,JUNIT
857,Spock
857,PyRestTest
857,Python
858,Google Cloud
858,Hadoop
859,Kotlin
859,React Native
859,Xamarin
859,Android
860,JUNIT
860,Spock
860,Java
860,Postman
861,HTML/CSS
861,React
861,AWS
862,Python
862,Java
862,relational databases
862,Microsoft Azure
863,PyRestTest
863,Postman
864,Docker Compose
864,AWS
864,Terraform
865,Typescript
865,HTML/CSS
865,React
865,Angular
866,AWS
866,Microsoft Power BI
866,Tableau
867,Kotlin
867,React Native
867,Flutter
867,Xamarin
867,IOS
868,Kotlin
868,React Native
868,Flutter
868,IOS
869,NoSQL databases
869,Microsoft Azure
869,SQL
869,Google Cloud
869,Hadoop
870,AWS
870,Microsoft Azure
870,Typescript
870,React
870,Google Cloud
871,Python
871,Google Cloud
871,AWS
872,Google Cloud
872,Chef
872,Docker
873,Scala
873,Google Cloud
873,Java
873,Hadoop
874,HTML/CSS
874,AWS
874,Javascript
874,Microsoft Azure
875,SQL
875,Microsoft Power BI
876,Java
876,Microsoft Azure
877,AWS
877,Microsoft Azure
877,Google Cloud
877,HTML/CSS
877,Angular
878,Kotlin
878,Android
878,Xamarin
878,IOS
879,Google Cloud
879,relational databases
880,Microsoft Azure
880,Google Cloud
880,Java
880,Python
880,relational databases
881,Postman
881,Spock
882,Kotlin
882,IOS
883,IOS
883,React Native
883,Flutter
883,Xamarin
884,NoSQL databases
884,Microsoft Azure
884,Google Cloud
884,Python
884,Scala
884,Spark
885,Kotlin
885,React Native
885,Flutter
885,IOS
886,NoSQL databases
886,Microsoft Azure
886,SQL
886,Google Cloud
886,Scala
887,Scala
887,Java
887,Hadoop
887,Microsoft Azure
888,AWS
888,Microsoft Azure
888,SQL
888,Google Cloud
888,Microsoft Power BI
889,Kubernetes
889,AWS
889,Puppet
889,Docker
890,AWS
890,Microsoft Azure
890,Google Cloud
890,Python
890,relational databases
891,Kotlin
891,React Native
891,IOS
892,Python
892,JUNIT
892,Spock
893,Kotlin
893,React Native
893,Android
893,Flutter
893,Xamarin
894,Firebase
894,Google Cloud
894,Microsoft Power BI
894,Microsoft Azure
895,Kotlin
895,Flutter
895,Android
895,IOS
896,SQL
896,Scala
896,Google Cloud
897,Tableau
897,Firebase
897,Google Cloud
897,Microsoft Power BI
898,AWS
898,Microsoft Azure
898,Hadoop
898,Google Cloud
898,Java
898,Spark
898,relational databases
899,Python
899,Java
899,PyRestTest
899,Postman
900,Python
900,Java
900,relational databases
900,Microsoft Azure
901,Kotlin
901,React Native
901,Android
901,Flutter
901,Xamarin
902,SQL
902,NoSQL databases
902,Hadoop
902,relational databases
903,Python
903,AWS
903,Java
903,relational databases
904,Kubernetes
904,Google Cloud
904,Puppet
904,Microsoft Azure
905,SQL
905,Scala
905,AWS
905,Spark
906,JUNIT
906,PyRestTest
906,Postman
906,Spock
907,JUNIT
907,Java
907,Postman
907,Spock
908,Chef
908,Microsoft Azure
908,Google Cloud
908,Puppet
908,Terraform
909,Python
909,NoSQL databases
909,Scala
909,Google Cloud
910,SQL
910,NoSQL databases
910,Spark
911,Python
911,Java
911,JUNIT
911,Postman
912,HTML/CSS
912,Google Cloud
913,React Native
914,Scala
914,Google Cloud
914,relational databases
915,Google Cloud
915,AWS
915,Java
915,relational databases
916,Java
916,relational databases
917,Google Cloud
917,Firebase
917,Microsoft Power BI
917,Tableau
918,IOS
918,React Native
918,Android
918,Flutter
919,JUNIT
919,Spock
919,Java
919,Postman
920,Typescript
920,HTML/CSS
920,AWS
921,Google Cloud
921,Java
921,Microsoft Azure
922,Kotlin
922,React Native
922,Flutter
923,React Native
923,Android
923,Flutter
924,PyRestTest
924,Java
924,Postman
924,Spock
925,Python
925,Postman
925,PyRestTest
925,Spock
926,Python
926,Postman
926,PyRestTest
926,Spock
927,NoSQL databases
927,relational databases
927,Java
927,Python
927,Scala
927,Hadoop
928,Docker Compose
928,Kubernetes
928,Google Cloud
928,AWS
929,Chef
929,AWS
929,Kubernetes
929,Docker
929,Docker Compose
929,Terraform
930,Docker Compose
930,Kubernetes
930,Terraform
931,Java
931,PyRestTest
931,Spock
932,Python
932,Spock
933,Google Cloud
933,relational databases
933,AWS
934,Kotlin
934,React Native
934,IOS
935,SQL
935,Scala
935,AWS
936,Python
936,AWS
936,relational databases
937,Chef
937,AWS
937,Kubernetes
937,Docker
937,Puppet
938,Postman
938,Java
938,PyRestTest
938,Spock
939,Python
939,Java
939,PyRestTest
939,JUNIT
940,Google Cloud
940,relational databases
941,Tableau
941,Google Cloud
941,Microsoft Power BI
942,Python
942,relational databases
942,Microsoft Azure
943,SQL
943,relational databases
943,Hadoop
943,Python
944,SQL
944,Firebase
944,Google Cloud
945,Microsoft Azure
945,SQL
945,Firebase
945,Google Cloud
945,Microsoft Power BI
946,Microsoft Azure
946,SQL
946,Firebase
946,Google Cloud
946,Microsoft Power BI
947,Python
947,Java
947,Postman
948,SQL
948,Scala
948,AWS
948,relational databases
949,Google Cloud
949,Microsoft Power BI
949,Microsoft Azure
949,Tableau
950,Typescript
950,HTML/CSS
950,Microsoft Azure
950,Angular
951,JUNIT
951,Java
951,Spock
951,Python
951,Postman
952,Google Cloud
952,Firebase
952,AWS
952,Tableau
953,relational databases
953,Microsoft Azure
954,SQL
954,Firebase
954,AWS
955,React Native
955,Flutter
955,Xamarin
956,Typescript
956,HTML/CSS
957,Google Cloud
957,Firebase
957,AWS
957,Tableau
958,Typescript
958,Javascript
958,React
958,Microsoft Azure
959,JUNIT
959,Java
959,Spock
960,Kotlin
960,React Native
960,IOS
961,Chef
961,Docker
961,Google Cloud
961,Puppet
961,Terraform
962,AWS
962,Google Cloud
962,Microsoft Power BI
962,Microsoft Azure
963,Python
963,Java
963,Postman
963,Spock
964,JUNIT
964,Java
964,PyRestTest
964,Spock
965,JUNIT
965,Spock
966,Kotlin
966,React Native
966,IOS
967,Tableau
967,AWS
967,Google Cloud
967,Microsoft Azure
968,Kotlin
968,Xamarin
968,Android
968,IOS
969,Python
969,AWS
969,relational databases
970,Typescript
970,Javascript
970,Angular
971,React Native
971,Android
971,IOS
972,NoSQL databases
972,Google Cloud
972,Java
972,Python
972,Hadoop
973,Python
973,Java
973,PyRestTest
973,Spock
974,AWS
974,Microsoft Azure
974,Firebase
974,Microsoft Power BI
974,Tableau
975,React Native
975,Flutter
975,IOS
976,NoSQL databases
976,Google Cloud
976,Python
976,Scala
976,Hadoop
977,Google Cloud
977,AWS
977,relational databases
978,Google Cloud
978,Spark
978,Hadoop
978,AWS
979,HTML/CSS
979,Google Cloud
979,Javascript
979,Angular
980,AWS
980,Microsoft Azure
980,relational databases
980,Java
980,Scala
980,Hadoop
981,React Native
981,IOS
982,SQL
982,Microsoft Power BI
982,AWS
983,Python
983,Google Cloud
983,AWS
983,Microsoft Azure
984,HTML/CSS
984,React
984,Microsoft Azure
985,Kotlin
985,React Native
985,Flutter
985,Xamarin
986,JUNIT
986,Java
986,Postman
986,Spock
987,NoSQL databases
987,AWS
987,Spark
987,relational databases
988,Python
988,Java
988,PyRestTest
988,Postman
989,Kotlin
989,React Native
989,Xamarin
990,AWS
990,Google Cloud
990,Java
990,Python
990,relational databases
991,SQL
991,Firebase
991,Google Cloud
991,Microsoft Power BI
991,Tableau
992,Tableau
992,Firebase
992,AWS
992,Microsoft Power BI
993,SQL
993,Firebase
993,AWS
993,Microsoft Power BI
994,Kotlin
994,Android
994,Flutter
995,SQL
995,NoSQL databases
995,relational databases
995,Hadoop
996,SQL
996,Microsoft Power BI
997,Kubernetes
997,Terraform
997,Google Cloud
998,SQL
998,Google Cloud
998,Microsoft Power BI
998,AWS
999,SQL
999,Firebase
1000,Python
1000,Google Cloud
1000,relational databases
1001,Kotlin
1001,React Native
1001,Android
1001,Flutter
1001,Xamarin
1002,JUNIT
1002,Python
1002,Spock
1003,Chef
1003,Microsoft Azure
1003,AWS
1004,React Native
1004,Flutter
1005,Kotlin
1005,React Native
1005,Xamarin
1006,Typescript
1006,HTML/CSS
1006,Javascript
1006,React
1007,AWS
1007,Microsoft Azure
1007,Docker
1008,Kubernetes
1008,Google Cloud
1008,Puppet
1008,Chef
1009,Java
1009,PyRestTest
1009,Spock
1009,JUNIT
1009,Postman
1010,Kotlin
1010,React Native
1010,Android
1010,Flutter
1010,Xamarin
1011,Google Cloud
1011,Microsoft Azure
1012,SQL
1012,Google Cloud
1012,Microsoft Power BI
1013,Java
1013,PyRestTest
1013,Spock
1014,Kotlin
1014,React Native
1014,Android
1014,Xamarin
1015,SQL
1015,Java
1016,AWS
1016,SQL
1016,Google Cloud
1016,Python
1016,Spark
1016,Hadoop
1017,AWS
1017,Chef
1017,Microsoft Azure
1017,Puppet
1017,Docker Compose
1018,relational databases
1018,Microsoft Azure
1019,SQL
1019,Google Cloud
1020,JUNIT
1020,Java
1020,PyRestTest
1020,Spock
1020,Python
1021,Python
1021,Spark
1021,Hadoop
1022,React Native
1022,Flutter
1023,Python
1023,Java
1023,relational databases
1024,JUNIT
1024,Java
1024,Spock
1024,Python
1024,Postman
1025,JUNIT
1025,Postman
1025,PyRestTest
1025,Spock
1026,React Native
1026,Android
1027,React Native
1027,Flutter
1027,Android
1028,Typescript
1028,AWS
1028,React
1028,Microsoft Azure
1029,AWS
1029,relational databases
1030,Chef
1030,Docker
1030,Google Cloud
1030,Puppet
1030,Terraform
1031,Google Cloud
1031,Terraform
1031,Puppet
1031,Chef
1032,Firebase
1032,Microsoft Power BI
1032,Microsoft Azure
1033,Google Cloud
1033,Java
1033,Microsoft Azure
1034,Typescript
1034,React
1034,HTML/CSS
1034,Google Cloud
1034,Javascript
1035,HTML/CSS
1035,Javascript
1035,Microsoft Azure
1035,Angular
1036,Postman
1036,Spock
1037,Google Cloud
1037,Java
1037,Hadoop
1038,Python
1038,Java
